name,address,latitude,longitude,phone,overview,Total Sites,Overnight Sites,Seasonal Sites,Maximum Amperage,Electrical / Water / Sewer,Electrical / Water,Electrical,No Services,Min / Max (Daily),Max length (of RV),activities,Accessible facilities,Credit/debit cards,Dumping (station or mobile),Group camping,Internet (WiFi at site),Laundromat,Pet-friendly,Planned activities/events,Playground,Pull-thru sites,Rec hall/games room,Restaurant/snack bar,Store,Swimming (outdoor pool),Toilets/showers (comfort station),"Boating (marina, boat launch, or docks)",Cable TV (at site),Controlled access,Hot tub,Internet (hot spot),Propane,Swimming (indoor pool),"Swimming (lake, river, or beach)",Toilets (pit/outhouse)
Mississippi Lake RV Resort,"562 Townline Rd W, Carleton Place, Ontario, K7C 3P1",45.12708,-76.17517,613-257-3216,"We are located on 22 acres on the shore of Mississippi Lake in Carleton Place, and are a part of Killam Leisure Living portfolio. Beautifully treed resort with overnight/seasonal sites as well as a 40’ rental unit.  Guests will be sure to enjoy our sandy beach, playground, basketball court, heated swimming pool, Café with WiFi and recreation hall with organized activities.   Boating and docking facilities available while enjoying the day on Mississippi Lake which is over 14km in length. There are Large and Small Mouth Bass, Pickerel and Blue Gills.  Our family friendly park is sure to please campers of all ages.   We are located off of Highway #7 and Townline Rd. W., in Carleton Place.  Carleton Place offers shopping options including Home Depot, Canadian Tire, Walmart, Shoppers Drug Mart and more.  Great golf courses within 10 km that will be sure to test your game.  Later, rest by the campfire with friends and family.  Come and enjoy Mississippi Lake RV Resort!",138,3,135,30,138,0,0,0,$ / $,36 ft,"Activities In or Around the Campground:Basketball, Fishing, Horseshoes, Swimming (lake, river), Volleyball",0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0
Muskoka Falls Trailer Park & Campground,"1680 Hwy 11 North, Kilworthy, Ontario, P0E 1G0",44.83761,-79.3182,416-464-9440,"Our park is snuggled just off Hwy 11, with towering trees leading toward the beauty of the healing waters of the Kahshe River. Once visited, the beautiful surroundings will never be forgotten. The swimming pond is highlighted by a massaging waterfall. Phone 416-464-9440 for reservations. Under new ownership: formerly the Kahshe Motel Camp & Trailer Park.",60,45,15,30,20,20,0,20,$50 / $60,50 ft,Activities In or Around the Campground:,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Muskoka Ridge Trailer Park,"1005 Stephens Bay Rd, Bracebridge, Ontario, P1L 1X2",45.02019,-79.35393,705-646-1259,"Muskoka Ridge Trailer Park is located in one of the most beautiful vacation destinations in the world. Whether you are looking for a seasonal retreat or a weekend of family camping, we have the perfect spot for you.We have 100 full-service sites with town water/sewer and 30-amp power and free WiFi at your site.Our campers can enjoy a swim in our pool on a hot day, or take the kids to our playground, where we have many fun activities. We offer our campers special events such as corn roasts, kids' day, barbecues, and golf tournaments.We are located near the historic town of Bracebridge on the Muskoka River, which leads into magnificent Lake Muskoka. Water-skiers can take advantage of nearby Allport Bay, while fishermen seek out the next big catch on Lake Muskoka. Santa's Village is just across the river. Kirby's Beach is a great place to take your family for a swim, while Strawberry Point Trail leads you to a breathtaking view of Lake Muskoka.See you soon! George and Marilyn",100,15,85,30,94,6,0,0,$60 / $70,45 ft,"Activities In or Around the Campground:Amusement park, Basketball, Boat rental (non-motorized), Boat tours (scenic), Fishing, Horseshoes, Volleyball, Walking/hiking trails",0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0
Nith River Campground,"4417 Wilmot Easthope Rd, New Hamburg, Ontario, N3A 3S8",43.4065,-80.7372,519-662-3784,"Come and stay at our quiet, secluded family campground located less than 20 minutes' drive from Kitchener-Waterloo, in the heart of Mennonite country. There is plenty to see and do, with special events going on in the area almost every weekend. We are a 15-minute drive to Stratford and just 30 minutes to the outdoor farmer's market in St Jacobs. The kids will love the large swimming pool and playground or fishing in our pond. You can canoe or kayak on the Nith River.",136,8,128,50,126,8,0,2,$45 / $60,40 ft,"Activities In or Around the Campground:Basketball, Day use, Fishing, Horseshoes, Volleyball, Walking/hiking trails",1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
Noelville Family Resort,"489 Prevost Rd, PO Box 369, Noelville, Ontario, P0M 2N0",46.15332,-80.40293,705-898-2059,"Noelville Family Resort is a quiet, family-run camping and seasonal trailer park. We have 68 acres of forest with approximately 2,200 feet of waterfront, including a 350-foot clean, sandy beach. Our park is very much a home away from home for many long-time seasonal regulars, as well as our vacationers and weekend visitors. Whether you seek a getaway to go fishing, swimming, hiking or even to just lie on the beach, we offer you a restful and enjoyable experience. We have modern washrooms, showers and laundry facilities for your convenience. We also have 2 modern cabins and a bunkie for rent if you don’t have your own trailer and want to try a northern camping experience. We are located only 2 km from the village of Noelville, the main town in the historic French River region of Northern Ontario. The town offers groceries, a hardware store, a pharmacy, a beer store, an LCBO, gas, (bank) ATM and restaurants.",83,2,81,30,83,0,0,0,$38 / $38,38 ft,"Activities In or Around the Campground:Boat rental (motorized), Boat rental (non-motorized), Fishing, Horseshoes, Motorboats allowed, Museum/heritage sites, Restaurants, Swimming (lake, river)",0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1
North Shore RV Park,"1675 County Rd 64, RR 2, Carrying Place (Quinte West), Ontario, K0K 1L0",44.03318,-77.62287,613-475-2036,"North Shore RV Park is a beautiful landscaped park and campground located on Weller's Bay (Lake Ontario). The park is mid-sized, privately owned and family-operated, with partly seasonal, overnight sites plus a rental cottage. Our seasonal sites are located in a beautiful area with both shady and sunny lots. All lots are provided with full hookup, 30-amp and electrical services. We offer spacious overnight sites with full hookup, a picnic table and a fire pit. The sites are either close to or on the waterfront, with a beautiful view across Weller’s Bay. A boat ramp and boat docks are available for the season, or for the day or weekend. A fish-cleaning station is available to clean fish you catch in Weller's Bay or in Lake Ontario. Some of the fish types you may catch are pike, bass, lake trout, pickerel and salmon. We are only 10 min by pedal boat or canoe from a beautiful sand beach, or we can drop you off there by boat. A large in-ground pool is available if you want to go for a swim",124,19,105,50,122,1,0,1,$34 / $56,80 ft,"Activities In or Around the Campground:Horseshoes, Fishing, Basketball, Boat rental (non-motorized), Cycling, Motorboats allowed, Pedal carts, Wine tours",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0
Northwestern Tent & RV Park,"559 Government St, Dryden, Ontario, P8N 2Y8",49.7866,-92.81945,807-223-4945,"Good gravel interior roads, 40 full-hookup sites (electricity, water, sewage, WiFi), 10 gravel pull-thrus, 30 grass spots. Facilities: showers, restrooms, laundry, security, emergency phone, picnic tables, playground.",42,42,0,30,42,0,0,0,$39 / $42,,"Activities In or Around the Campground:Horseshoes, Basketball, Badminton, Restaurants, Shopping",0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Oakridge Family Campground,"9910 Northville Crescent, Thedford, Ontario, N0M 2N0",43.22078,-81.87132,519-243-2500,"Experience the perfect combination of exceptional summer fun in a serene forest setting. Located in Northville (just south of Grand Bend), Oakridge Family Campground is surrounded by the natural beauty of the Carolinian Forest, providing the same rare and beautiful surroundings as the famous Pinery Provincial Park nearby, and is only a five minute drive from the sandy beaches of Lake Huron. Campsites with city water and electricity are available (either back-in or pull-through), as well as unserviced campsites. We also have cabin rentals, which accommodate 6-8 people each! As a family owned and operated park, we offer many special events and activities to keep the entire family entertained! Activities include mini golf, wagon rides, playgrounds, heated swimming pools, hiking trails, large sand dune and more! Seasonal sites also available from May 1st – October 22nd.",225,75,150,30,150,50,0,25,$30.00 / $55.00,,"Activities In or Around the Campground:Walking/hiking trails, Golf (mini), Horseshoes, Shuffleboard",1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0
Olympia Village RV Park and Campground,"1161 Conc 4, RR 2, Waterdown, Ontario, L0R 2H2",43.30276,-80.05149,905-627-1923,"Hwy 403 to Hwy 6; north to Conc 4. Turn west and go 12 km. Closest campground to Hamilton, on direct routes to Niagara Falls and Toronto. Shady and open sites. 40-foot x 80-foot pool. Fishing nearby. Snack bar available on weekends.",242,33,209,50,234,8,0,0,$42 / $54,45 ft,"Activities In or Around the Campground:Amusement park, Baseball, Casino, Dances, Fishing, Golf, Walking/hiking trails, Wildlife viewing/birding",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
Otter's Edge Estates,"4899 Plank Road, RR #2, Vienna, Ontario, N0J 1Z0",42.66277,-80.7981,519-851-3089,"Welcome to Otter’s Edge Estates, we are a diverse park which offers two very different areas. We have a mobile home community for adult year-round living. These homes are great for retirees or soon to be who would like the feeling of living in a community but with the benefits of country living. We also offer a seasonal campground area which has 55 fully serviced sites located along the Big Otter Creek which runs into Lake Erie and is known for great fishing and beautiful wildlife. The seasonal park is open from May through October and offers overnight and weekly camping. The park is located just 5 minutes from the Port Burwell beaches, just 2 hours from Toronto and 1 hour from London, Ontario.",60,5,55,30,60,0,0,0,$ / $,,"Activities In or Around the Campground:Fishing, Golf, Horseshoes, Mountain biking, Museum/heritage sites, Restaurants, Volleyball, Walking/hiking trails",0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1
Our Ponderosa Cottage & RV Resort - Parkbridge,"9338 West Ipperwash Rd, Lambton Shores, Ontario, N0N 1J2",43.18916,-81.98942,519-786-2031,"Southwestern Ontario features many hidden treasures, with its small towns and quiet beaches along the Great Lakes shores. Nestled in the heart of that region is Our Ponderosa!Our Ponderosa RV and Golf Resort is an ideal destination for your summer vacation, offering spacious sites, fantastic amenities and an in-demand location, the perfect package forgetaway fun. Located near the sandy shores of Lake Huron, Our Ponderosa is just a stone’s throw from the water. Choose from full-service seasonal or 3-season sites, overnight voyageur sites and cottage rentals.Our Ponderosa stands out with its 9-hole golf course and driving range onsite. As a community operating 11 months of the year, golfers can be overjoyed, playing the game they love without ever having to leave the comfort of home. Featuring kids' and adult pools, including a 78-foot waterslide, AquaPlay splash pad for kids, playgrounds and weaving nature trails perfect for a relaxing stroll, the simple pleasures are all accounted for.",410,73,337,50,410,0,0,0,$49 / $93,,"Activities In or Around the Campground:Basketball, Cycling, Golf, Golf (mini), Horseshoes, Shuffleboard, Volleyball, Water park",1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0
Paradise Valley,"4895 Lakeshore Rd, Plympton-Wyoming, Ontario, N0N 1J6",43.09409,-82.12709,519-899-4080,"Seasonal and overnight camping, rental cabins and park model trailer available. Playgrounds, volleyball, jumping pillow, mini-golf, horseshoe pits, 2 pools, outdoor movies, concerts, fireworks, paddleboat rentals, shuffleboard, basketball/road hockey pad and many planned activities. 20 minutes from Bluewater Bridge. Hwy 402 exit 25, follow signs.",377,66,311,30,338,0,0,39,$41 / $220,50 ft,"Activities In or Around the Campground:Boat rental (non-motorized), Dances, Day use, Farmers' market/stands, Fishing, Golf (mini), Volleyball, Wildlife viewing/birding",1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0
Parc Sutton Bay Park,"841514 Waugh's Hill Rd, RR 3, New Liskeard, Ontario, P0J 1P0",47.56677,-79.58245,705-647-8510,"Modern clean facilities on beautiful Lake Temiskaming. Minutes to shopping, golf, hospitals, town. Pull-thru sites and big-rig-friendly. Special spring and fall rates: see website for details. Hwy 11 to Hwy 65 east (toward Quebec border). Approximately 10 km to Waugh's Hill Road.",130,100,30,30,100,25,0,5,$25 / $40,,"Activities In or Around the Campground:Basketball, Boat rental (non-motorized), Dances, Fishing, Golf, Horseshoes, Music Festival, Restaurants",1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Parry Sound KOA Campground,"276 Rankin Lake Rd, Seguin, Ontario, P2A 0B2",45.29875,-79.90639,705-378-2721,"75 acres of natural paradise await you less than 2 hours N of Toronto and less than 2 hours S of Sudbury. Located in the heart of Georgian Bay country, the world's largest freshwater archipelago, home to 30,000 islands. Settle into 1 of our spacious 30- or 50-amp open, wooded or pull-thru sites among the windswept pines: nature at its finest. We also offer 1- & 2-room basic cabins, deluxe cabins & a fully equipped rental trailer. Feel the sun tickle your face and warm your soul by day, then gather by the fire and marvel at the ""near north"" starry skies by night. ATV & nature trails are accessed directly from your sites/cabins. Enjoy our heated pool, trampoline, free WiFi, mini-golf, gift boutique, themed events, playgrounds & more. Minutes from 2 sandy beaches, fishing, free boat launches, golf, restaurants & shopping. We sell tickets for the 30,000 Island Queen cruise & can direct you to the Bobby Orr Hockey Hall of Fame for some hands-on fun. Come see how this campground ""rocks""!",98,88,10,50,0,63,0,35,$45 / $69,90 ft,"Activities In or Around the Campground:ATV-friendly, Basketball, Fishing, Golf (mini), Shopping, Table tennis, Volleyball, Walking/hiking trails",0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
Paul Bunyan Lake Front Resort,"75559 Lidderdale St, Bayfield, Ontario, N0M 1G0",43.54892,-81.70309,519-565-5355,"Paul Bunyan Lake Front Resort is situated on Lake Huron at the south edge of the beautiful village of Bayfield and offers both seasonal and several overnight pull-thru sites. We feature the finest amenities, including paved streets and WiFi access. Onsite we provide a solar-heated swimming pool, a convenience store, laundromats, playgrounds, pedal-kart rentals, a rec hall, table tennis, air hockey, volleyball, soccer and basketball. Relax on the beach or participate in some of our activities, including family bingo and our annual penny sale or kids' day. Experience the charm of shops and restaurants on Bayfield's heritage Main Street or enjoy Bayfield's new splash pad. Golf courses and marina facilities are very close by. A short drive south of Paul Bunyan, explore the excitement of Grand Bend's main street and enhanced beach. North of us, Goderich offers shopping, museums, farmers' markets and its famous town square.Relax at Paul Bunyan and create wonderful memories.",383,12,371,50,383,0,0,0,$48 / $85,45 ft,"Activities In or Around the Campground:Basketball, Dances, Horseshoes, Museum/heritage sites, Pedal carts, Soccer, Volleyball, Walking/hiking trails",1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
